,0
GUJALKALI,35484.1
FLUOROCHEM,18894.8
GUJGASLTD,405744.35
GMDCLTD,255405.15
GNFC,284282.05
GPPL,158654.1
GSFC,907245.65
GSPL,340998.15
GULFOILLUB,13482.05
HEG,152147.8
HCLTECH,6014643.15
HDFCAMC,135995.45
HDFCBANK,8162790.85
HDFCLIFE,3522966.3
HFCL,2759931.5
HATHWAY,0.0
HATSUN,16556.05
HAVELLS,2405702.5
HEIDELBERG,286871.6
HERITGFOOD,50823.45
HEROMOTOCO,1695568.2
HEXAWARE,148555.2
HSCL,537303.05
HIMATSEIDE,368846.6
HINDALCO,10779424.75
HAL,331412.05
HINDCOPPER,716314.9
HINDPETRO,7797480.15
HINDUNILVR,1726920.95
HINDZINC,1603539.8
HONAUT,3103.25
HUDCO,417799.95
HDFC,3690171.45
ICICIBANK,25184814.8
ICICIGI,283409.7
ICICIPRULI,1520033.75
ISEC,324130.45
ICRA,1063.05
IDBI,1543991.4
IDFCFIRSTB,15853300.4
IDFC,1625239.8
IFBIND,62424.9
IFCI,1060829.15
IIFL,375973.45
IIFLWAM,24830.75
IRB,0.0
IRCON,387317.45
ITC,15399830.8
ITI,352111.6
INDIACEM,872461.55
ITDC,10872.6
IBULHSGFIN,8547980.1
IBREALEST,1145971.25
IBVENTURES,0.0
INDIAMART,28477.45
INDIANB,652447.05
IEX,608936.95
INDHOTEL,1642990.25
IOC,13761652.3
IOB,1223753.2
IRCTC,100647.35
INDOSTAR,7188.2
INDOCO,80716.2
IGL,1590758.65
INDUSINDBK,14248406.15
INFIBEAM,489456.5
NAUKRI,390450.4
INFY,6944787.7
INGERRAND,4997.9
INOXLEISUR,264072.75
INTELLECT,178797.45
INDIGO,977487.25
IPCALAB,331192.95
JBCHEPHARM,66961.0
JKCEMENT,57034.5
JKLAKSHMI,318439.6
JKPAPER,271785.0
JKTYRE,2061286.6
JMFINANCIL,831068.25
JSWENERGY,1443173.75
JSWSTEEL,5979642.75
JAGRAN,141618.85
JAICORPLTD,512867.0
J&KBANK,496645.8
JAMNAAUTO,1063910.65
JINDALSAW,312999.25
JSLHISAR,334484.95
JSL,334484.95
JINDALSTEL,10324541.0
JCHAC,4743.2
JUBLFOOD,393717.7
JUBILANT,199110.6
JUSTDIAL,4000907.25
JYOTHYLAB,356157.05
KPRMILL,71179.4
KEI,126770.95
KNRCON,50741.35
KPITTECH,387427.9
KRBL,140531.2
KSB,52473.05
KAJARIACER,409856.05
KALPATPOWR,216155.85
KANSAINER,135972.1
KTKBANK,678629.8
KARURVYSYA,998406.6
KSCL,151018.0
KEC,269950.1
KOLTEPATIL,75446.9
KOTAKBANK,5076033.8
L&TFH,8852879.55
LTTS,109653.65
LICHSGFIN,2810975.9
LAOPALA,37345.8
LAXMIMACH,6321.75
LTI,262450.75
LT,4443878.05
LAURUSLABS,4450372.2
LEMONTREE,417964.25
LINDEINDIA,61786.75
LUPIN,2380675.85
LUXIND,44309.5
MASFIN,9414.75
MMTC,339551.5
MOIL,124065.25
MRF,27382.95
MGL,487993.25
MAHSCOOTER,2904.45
MAHSEAMLES,37836.05
M&MFIN,0.0
M&M,3172530.05
MAHINDCIE,67660.6
MHRIL,33500.5
MAHLOG,41502.4
MANAPPURAM,4291301.65
MRPL,1319198.4
MARICO,2972877.85
MARUTI,824286.95
MFSL,720125.15
METROPOLIS,53258.65
MINDTREE,1092285.55
MINDACORP,265797.3
MINDAIND,60680.6
MIDHANI,224833.9
MOTHERSUMI,9338056.6
MOTILALOFS,64118.45
MPHASIS,212092.1
MCX,218982.45
MUTHOOTFIN,1579406.25
NATCOPHARM,166724.15
NBCC,2367549.2
NCC,4074075.8
NESCO,37974.6
NHPC,3579936.8
NLCINDIA,396932.0
NMDC,4261627.65
NTPC,33792649.1
NH,108957.6
NATIONALUM,5984317.8
NFL,303800.1
NBVENTURES,158184.35
NAVINFLUOR,142881.85
NESTLEIND,121375.85
NILKAMAL,5653.05
NAM-INDIA,367091.3
OBEROIRLTY,686508.4
ONGC,12216919.95
OIL,539392.45
OMAXE,56067.85
OFSS,42002.75
ORIENTCEM,704837.1
ORIENTELEC,312474.75
ORIENTREF,50270.4
PIIND,260603.15
PNBHOUSING,181206.4
PNCINFRA,159176.8
PTC,743554.65
PVR,0.0
PAGEIND,28881.25
PERSISTENT,88749.15
PETRONET,3066872.85
PFIZER,25762.85
PHILIPCARB,957867.75
PHOENIXLTD,84385.15
PIDILITIND,883947.25
PEL,811062.2
POLYMED,79266.1
POLYCAB,373732.9
PFC,3197849.55
POWERGRID,8799256.0
PRAJIND,707302.2
PRESTIGE,308665.95
PRSMJOHNSN,284604.8
PGHL,11632.25
PGHH,3672.7
PNB,23135729.55
QUESS,70748.9
RBLBANK,13012425.6
RECLTD,4377388.25
RITES,84153.55
RADICO,218094.4
RVNL,1005942.25
RAIN,692841.15
RAJESHEXPO,55276.4
RALLIS,301450.95
RCF,480429.7
RATNAMANI,7540.95
RAYMOND,273278.95
REDINGTON,350499.1
RELAXO,111432.7
RELIANCE,14936794.9
REPCOHOME,253184.9
SBICARD,1426897.35
SBILIFE,1129686.4
SJVN,710727.45
SKFINDIA,16466.4
SRF,231670.25
SADBHAV,159828.8
SANOFI,12175.95
SCHAEFFLER,5800.0
SCHNEIDER,58842.05
SIS,105969.85
SEQUENT,536171.95
SFL,16273.9
SCI,655049.2
SHOPERSTOP,50712.35
SHREECEM,54970.65
RENUKA,639343.45
SHRIRAMCIT,27976.05
SRTRANSFIN,3743420.45
SIEMENS,350314.7
SOBHA,454472.0
SOLARINDS,31467.1
SONATSOFTW,343183.4
SOUTHBANK,3003306.6
SPANDANA,37225.5
SPICEJET,2525109.9
STARCEMENT,311361.55
SBIN,41379103.0
SAIL,17535639.75
SWSOLAR,104197.5
STRTECH,0.0
STAR,534432.9
SUDARSCHEM,118012.0
SUMICHEM,198829.75
SPARC,252769.35
SUNPHARMA,8042208.35
SUNTV,1332499.55
SUNDARMFIN,57858.5
SUNDRMFAST,51314.25
SUNTECK,206027.85
SUPRAJIT,98327.25
SUPREMEIND,48991.15
SUZLON,10010715.0
SWANENERGY,100108.55
SYMPHONY,21348.6
SYNGENE,439167.5
TCIEXP,10219.35
TCNSBRANDS,18312.2
TTKPRESTIG,4215.9
TVTODAY,15486.3
TV18BRDCST,2095818.65
TVSMOTOR,2610731.25
TAKE,133414.55
TASTYBITE,617.4
TATACOMM,82314.55
TCS,2504816.0
TATACONSUM,3594937.55
TATAELXSI,446696.15
TATAINVEST,9898.9
TATAMTRDVR,3693790.5
TATAMOTORS,42189754.25
TATAPOWER,10883201.75
TATASTLBSL,2026704.35
TATASTEEL,12561426.85
TEAMLEASE,5771.2
TECHM,4035569.2
NIACL,68587.3
RAMCOCEM,568067.15
THERMAX,45918.9
THYROCARE,269045.9
TIMETECHNO,286199.8
TIMKEN,37463.5
TITAN,1799055.7
TORNTPHARM,410064.0
TORNTPOWER,924401.4
TRENT,412852.45
TRIDENT,5539987.75
TIINDIA,129237.4
UCOBANK,1213250.5
UFLEX,83643.3
UPL,5687192.0
UJJIVAN,258215.5
UJJIVANSFB,440883.1
ULTRACEMCO,618471.4
UNIONBANK,1739529.95
UBL,503080.55
MCDOWELL-N,1564177.8
VGUARD,304157.05
VMART,16535.1
VIPIND,194706.65
VRLLOG,56359.35
VSTIND,5553.7
VAIBHAVGBL,15525.8
VAKRANGEE,1315754.55
VTL,15695.9
VARROC,58283.7
VBL,261894.25
VENKEYS,97709.9
VESUVIUS,6758.6
VINATIORGA,64961.4
IDEA,135182104.5
VOLTAS,1764806.05
WABCOINDIA,3097.0
WELCORP,796296.85
WELSPUNIND,788043.8
WESTLIFE,69077.35
WHIRLPOOL,36791.55
WIPRO,6376859.55
WOCKPHARMA,280463.35
ZEEL,16248936.9
ZENSARTECH,88853.9
ZYDUSWELL,35883.05
ECLERX,42715.95
