,0
NMDC,4987101.290909091
NTPC,21421692.963636365
NH,116651.41818181818
NATIONALUM,8392137.10909091
NFL,379385.63636363635
NBVENTURES,145579.07272727272
NAVINFLUOR,100621.89090909091
NESTLEIND,90618.74545454545
NILKAMAL,7379.036363636364
NAM-INDIA,408352.6
OBEROIRLTY,415139.67272727273
ONGC,13153830.709090909
OIL,590703.3636363636
OMAXE,53138.8
OFSS,72575.16363636364
ORIENTCEM,374069.9636363636
ORIENTELEC,347057.7818181818
ORIENTREF,48099.34545454545
PIIND,233921.1090909091
PNBHOUSING,317198.92727272725
PNCINFRA,145137.9090909091
PTC,854495.1272727273
PAGEIND,37921.6
PERSISTENT,160783.12727272726
PETRONET,2747437.7636363637
PFIZER,30941.49090909091
PHILIPCARB,1015228.0545454546
PHOENIXLTD,140677.32727272727
PIDILITIND,623463.9636363636
PEL,875699.1636363637
POLYMED,131296.63636363635
POLYCAB,183944.96363636362
PFC,3485679.5636363635
POWERGRID,6632306.745454545
PRAJIND,858513.3636363636
PRESTIGE,327279.0363636364
PRSMJOHNSN,275036.7636363636
PGHL,15926.727272727272
PGHH,3798.2545454545457
PNB,21171509.30909091
QUESS,127029.0
RBLBANK,11224022.818181818
RECLTD,4196371.890909091
RITES,192812.41818181818
RADICO,285659.38181818184
RVNL,1237582.8545454545
RAIN,597031.3272727273
RAJESHEXPO,102066.10909090909
RALLIS,415177.83636363636
RCF,565941.2181818181
RATNAMANI,13490.345454545455
RAYMOND,402988.9636363636
REDINGTON,478235.58181818185
RELAXO,113030.72727272728
RELIANCE,10864215.545454545
REPCOHOME,406805.4909090909
SBICARD,1219059.2727272727
SBILIFE,1145928.4
SJVN,792611.7818181819
SKFINDIA,18750.454545454544
SRF,202967.14545454545
SADBHAV,262487.5090909091
SANOFI,11934.327272727272
SCHAEFFLER,9788.309090909092
SCHNEIDER,73629.36363636363
SIS,61820.74545454545
SEQUENT,870795.9090909091
SFL,24307.69090909091
SCI,652286.509090909
SHOPERSTOP,103766.32727272727
SHREECEM,50040.10909090909
RENUKA,637844.1454545455
SHRIRAMCIT,22580.0
SRTRANSFIN,2997710.345454545
SIEMENS,421206.83636363636
SOBHA,318970.4
SOLARINDS,32725.6
SONATSOFTW,392841.2
SOUTHBANK,4311078.654545454
SPANDANA,51219.781818181815
SPICEJET,1807364.1272727272
STARCEMENT,144088.07272727272
SBIN,35263406.30909091
SAIL,16574065.10909091
SWSOLAR,256474.92727272728
STAR,793827.2727272727
SUDARSCHEM,216341.72727272726
SUMICHEM,646159.2545454545
SPARC,378006.41818181815
SUNPHARMA,7253195.472727273
SUNTV,1420450.3818181818
SUNDARMFIN,46616.27272727273
SUNDRMFAST,61770.34545454545
SUNTECK,257344.16363636364
SUPRAJIT,148987.76363636364
SUPREMEIND,53007.07272727273
SUZLON,8095739.890909091
SWANENERGY,97556.81818181818
SYMPHONY,33839.781818181815
SYNGENE,666535.1090909091
TCIEXP,13481.327272727272
TCNSBRANDS,17855.727272727272
TTKPRESTIG,4438.854545454546
TVTODAY,21548.618181818183
TV18BRDCST,2301714.727272727
TVSMOTOR,2117120.581818182
TAKE,379941.8
TASTYBITE,668.3818181818182
TATACOMM,68811.3090909091
TCS,3937886.036363636
TATACONSUM,3327592.090909091
TATAELXSI,456294.2181818182
TATAINVEST,20600.49090909091
TATAMTRDVR,3727932.418181818
TATAMOTORS,41501109.56363636
TATAPOWER,12365740.2
TATASTLBSL,1988987.6545454545
TATASTEEL,11455125.836363636
TEAMLEASE,10820.8
TECHM,4396181.181818182
NIACL,90611.78181818181
RAMCOCEM,647560.1454545455
THERMAX,41760.65454545455
THYROCARE,373813.32727272727
TIMETECHNO,331640.4909090909
TIMKEN,32598.145454545454
TITAN,1980897.5818181818
TORNTPHARM,431690.34545454546
TORNTPOWER,708201.1272727273
TRENT,523681.0181818182
TRIDENT,9005721.2
TIINDIA,122252.76363636364
UCOBANK,1022927.1454545455
UFLEX,65776.43636363637
UPL,4351600.127272727
UJJIVAN,400087.14545454545
UJJIVANSFB,412501.4909090909
ULTRACEMCO,479731.67272727273
UNIONBANK,2040467.6
UBL,478212.63636363635
MCDOWELL-N,1424352.8
VGUARD,272866.6909090909
VMART,14406.327272727272
VIPIND,258667.96363636362
VRLLOG,69865.05454545455
VSTIND,6945.527272727273
VAIBHAVGBL,13606.618181818181
VAKRANGEE,1151228.018181818
VTL,14005.581818181818
VARROC,101545.34545454546
VBL,233532.29090909092
VENKEYS,84151.90909090909
VESUVIUS,4009.9454545454546
VINATIORGA,144025.8909090909
IDEA,179567721.52727273
VOLTAS,1587937.5272727273
WABCOINDIA,5288.145454545454
WELCORP,792372.5636363636
WELSPUNIND,996353.1454545455
WESTLIFE,87244.16363636364
WHIRLPOOL,32423.327272727274
WIPRO,15644109.054545455
WOCKPHARMA,352992.4909090909
ZEEL,20912009.69090909
ZENSARTECH,189303.9818181818
ZYDUSWELL,43682.65454545455
ECLERX,58196.72727272727
